0,861
1,600
2,92
3,416
4,528
5,44
6,412
7,1489
8,112
9,45
10,9
11,17
12,379
13,53
14,662
15,3245
16,540
17,320
18,40
19,64
20,35
21,5
22,79
23,106
24,352
25,122
26,20
27,32
28,1297
29,109
30,2651
31,2998
32,66
33,38
34,9
35,29
36,48
37,2
38,31
39,62
40,9
41,2
42,2
43,1
44,21
45,3
46,15
47,64
48,330
49,58
50,28
51,15
52,56
53,5
54,57
55,43
56,626
57,41
58,18
59,22
60,3225
61,51
62,1790
63,946
64,492
65,42
66,38
67,63
68,342
69,4
70,53
71,76
72,46
73,1
74,3
75,8
76,53
77,3
78,45
79,43
80,28
81,4
82,4
83,4
84,5
85,0
86,3
87,3
88,72
89,3
90,2
91,4
92,78
93,5
94,33
95,31
96,266
97,60
98,35
99,56
100,57
101,4
102,31
103,64
104,8
105,1
106,2
107,1
108,22
109,6
110,17
111,53
112,1161
113,57
114,67
115,49
116,67
117,4
118,54
119,75
120,2492
121,26
122,63
123,56
124,2705
125,38
126,1001
127,582
128,74
129,337
130,12
131,643
132,44
133,41
134,16
135,3300
136,6
137,16
138,0
139,15
140,17
141,48
142,12
143,2072
144,39
145,56
146,7
147,38
148,2
149,1
150,2
151,43
152,17
153,34
154,3
155,28
156,61
157,64
158,63
159,1044
160,5
161,15
162,1
163,12
164,2
165,4
166,0
167,66
168,0
169,1
170,0
171,2
172,2
173,3
174,3
175,30
176,9
177,25
178,1
179,16
180,2
181,4
182,1
183,44
184,18
185,17
186,0
187,36
188,74
189,66
190,35
191,820
192,270
193,1474
194,13
195,3540
196,61
197,61
198,27
199,2809
200,22
201,67
202,1
203,74
204,23
205,50
206,24
207,1087
208,39
209,85
210,5
211,39
212,1
213,3
214,1
215,43
216,48
217,59
218,1
219,68
220,49
221,53
222,51
223,594
224,544
225,2952
226,22
227,2155
228,43
229,28
230,37
231,965
232,15
233,76
234,1
235,34
236,24
237,55
238,64
239,898
240,2105
241,2139
242,58
243,936
244,28
245,28
246,54
247,519
248,1577
249,904
250,28
251,758
252,1001
253,594
254,775
