0,728
1,625
2,64
3,388
4,505
5,38
6,356
7,1648
8,102
9,36
10,3
11,11
12,353
13,54
14,760
15,3166
16,522
17,297
18,39
19,63
20,35
21,5
22,48
23,108
24,295
25,188
26,10
27,31
28,1494
29,80
30,2517
31,3173
32,44
33,28
34,3
35,19
36,28
37,1
38,19
39,88
40,6
41,1
42,0
43,0
44,11
45,2
46,11
47,78
48,308
49,52
50,27
51,33
52,46
53,1
54,48
55,53
56,504
57,34
58,17
59,25
60,3249
61,39
62,2041
63,1024
64,408
65,44
66,30
67,47
68,390
69,5
70,72
71,96
72,31
73,4
74,3
75,2
76,62
77,1
78,51
79,53
80,35
81,5
82,3
83,2
84,7
85,0
86,3
87,3
88,49
89,4
90,0
91,2
92,89
93,4
94,37
95,54
96,255
97,58
98,20
99,45
100,60
101,1
102,33
103,55
104,10
105,2
106,1
107,0
108,19
109,3
110,24
111,59
112,956
113,80
114,60
115,37
116,77
117,0
118,74
119,57
120,1761
121,21
122,49
123,35
124,2748
125,29
126,1001
127,650
128,88
129,363
130,10
131,742
132,29
133,50
134,13
135,3399
136,3
137,28
138,0
139,19
140,21
141,38
142,13
143,2251
144,23
145,59
146,3
147,52
148,0
149,3
150,3
151,45
152,21
153,27
154,1
155,18
156,83
157,63
158,45
159,1230
160,4
161,4
162,0
163,18
164,3
165,2
166,0
167,39
168,0
169,3
170,0
171,1
172,0
173,0
174,0
175,24
176,6
177,19
178,0
179,29
180,2
181,1
182,1
183,30
184,5
185,17
186,1
187,43
188,49
189,49
190,32
191,874
192,297
193,1684
194,11
195,3860
196,65
197,90
198,26
199,3369
200,14
201,80
202,2
203,52
204,24
205,66
206,23
207,1160
208,50
209,87
210,2
211,39
212,1
213,2
214,7
215,48
216,38
217,57
218,0
219,44
220,59
221,57
222,52
223,634
224,563
225,3224
226,19
227,2524
228,38
229,42
230,16
231,1198
232,10
233,58
234,0
235,33
236,16
237,39
238,57
239,902
240,2320
241,2521
242,64
243,1124
244,33
245,33
246,52
247,592
248,1318
249,835
250,27
251,719
252,868
253,503
254,767
