0,684
1,583
2,87
3,365
4,467
5,41
6,341
7,1324
8,89
9,35
10,5
11,19
12,304
13,45
14,501
15,2386
16,531
17,332
18,29
19,46
20,37
21,7
22,48
23,100
24,304
25,91
26,10
27,41
28,1163
29,97
30,2180
31,2114
32,53
33,24
34,4
35,28
36,27
37,5
38,27
39,69
40,7
41,1
42,0
43,0
44,13
45,2
46,11
47,39
48,282
49,42
50,18
51,26
52,46
53,0
54,50
55,48
56,638
57,48
58,10
59,21
60,3535
61,27
62,1754
63,881
64,473
65,35
66,37
67,46
68,138
69,3
70,51
71,69
72,36
73,3
74,6
75,2
76,51
77,5
78,29
79,36
80,40
81,6
82,1
83,5
84,2
85,1
86,4
87,3
88,43
89,1
90,3
91,4
92,62
93,1
94,26
95,44
96,265
97,43
98,24
99,42
100,55
101,2
102,37
103,52
104,10
105,0
106,0
107,0
108,12
109,2
110,15
111,40
112,1225
113,61
114,64
115,48
116,69
117,3
118,57
119,58
120,3121
121,32
122,55
123,44
124,2728
125,37
126,958
127,482
128,67
129,364
130,7
131,724
132,29
133,46
134,8
135,3446
136,5
137,23
138,1
139,13
140,25
141,50
142,18
143,1854
144,24
145,53
146,4
147,30
148,1
149,1
150,1
151,26
152,23
153,27
154,0
155,22
156,67
157,47
158,43
159,999
160,6
161,13
162,0
163,15
164,2
165,0
166,3
167,73
168,0
169,1
170,0
171,1
172,2
173,1
174,0
175,25
176,12
177,27
178,1
179,24
180,3
181,3
182,1
183,40
184,11
185,18
186,0
187,35
188,63
189,45
190,29
191,736
192,289
193,1498
194,14
195,4321
196,50
197,89
198,22
199,3620
200,30
201,68
202,0
203,48
204,18
205,50
206,27
207,1013
208,36
209,76
210,2
211,40
212,2
213,5
214,1
215,46
216,67
217,38
218,0
219,51
220,52
221,38
222,37
223,519
224,495
225,3013
226,14
227,2316
228,36
229,41
230,26
231,1125
232,19
233,52
234,1
235,28
236,19
237,36
238,24
239,836
240,2398
241,2305
242,47
243,1071
244,34
245,33
246,45
247,562
248,1829
249,897
250,22
251,763
252,959
253,531
254,686
