0,985
1,653
2,90
3,360
4,809
5,48
6,474
7,1789
8,118
9,26
10,11
11,15
12,426
13,54
14,664
15,2674
16,557
17,417
18,35
19,65
20,39
21,9
22,42
23,90
24,395
25,137
26,12
27,66
28,1655
29,86
30,2545
31,2458
32,71
33,29
34,2
35,29
36,59
37,0
38,37
39,119
40,5
41,2
42,0
43,1
44,7
45,4
46,14
47,56
48,372
49,72
50,23
51,32
52,64
53,3
54,60
55,68
56,881
57,43
58,19
59,25
60,4240
61,47
62,2059
63,1186
64,707
65,50
66,56
67,86
68,258
69,12
70,104
71,116
72,59
73,6
74,1
75,3
76,75
77,4
78,45
79,27
80,52
81,7
82,5
83,3
84,7
85,1
86,3
87,4
88,83
89,1
90,0
91,5
92,104
93,4
94,39
95,52
96,442
97,40
98,30
99,78
100,95
101,8
102,39
103,74
104,16
105,0
106,2
107,1
108,23
109,4
110,26
111,44
112,1692
113,89
114,102
115,63
116,108
117,5
118,70
119,68
120,4660
121,60
122,82
123,63
124,4148
125,48
126,1225
127,662
128,102
129,434
130,10
131,900
132,61
133,94
134,15
135,4936
136,11
137,30
138,2
139,20
140,32
141,86
142,15
143,2530
144,40
145,77
146,2
147,65
148,2
149,0
150,4
151,58
152,44
153,30
154,0
155,40
156,77
157,72
158,64
159,1254
160,7
161,14
162,0
163,17
164,5
165,3
166,0
167,91
168,1
169,2
170,0
171,2
172,0
173,0
174,1
175,30
176,14
177,26
178,2
179,39
180,1
181,4
182,1
183,92
184,23
185,26
186,0
187,51
188,70
189,55
190,28
191,1170
192,459
193,2010
194,17
195,5431
196,85
197,133
198,31
199,5167
200,33
201,86
202,1
203,75
204,34
205,84
206,28
207,1379
208,63
209,77
210,2
211,53
212,2
213,1
214,3
215,50
216,85
217,66
218,4
219,53
220,70
221,72
222,31
223,686
224,686
225,3560
226,14
227,3131
228,46
229,48
230,26
231,1465
232,13
233,53
234,0
235,30
236,24
237,59
238,36
239,903
240,2849
241,2843
242,74
243,1399
244,57
245,59
246,56
247,752
248,2543
249,1324
250,42
251,1132
252,1303
253,746
254,834
