0,755
1,595
2,94
3,371
4,494
5,42
6,330
7,1379
8,93
9,26
10,7
11,6
12,276
13,47
14,478
15,2242
16,502
17,348
18,30
19,48
20,38
21,5
22,40
23,110
24,333
25,129
26,5
27,43
28,1163
29,72
30,2339
31,2286
32,78
33,23
34,7
35,39
36,44
37,1
38,20
39,66
40,8
41,4
42,0
43,1
44,14
45,5
46,9
47,39
48,268
49,60
50,15
51,26
52,63
53,3
54,60
55,62
56,764
57,40
58,17
59,24
60,3507
61,37
62,1766
63,841
64,423
65,45
66,42
67,60
68,152
69,7
70,56
71,73
72,31
73,1
74,2
75,3
76,38
77,1
78,29
79,33
80,37
81,6
82,1
83,2
84,2
85,0
86,2
87,3
88,40
89,0
90,3
91,1
92,64
93,2
94,28
95,24
96,318
97,49
98,25
99,57
100,43
101,4
102,36
103,56
104,7
105,2
106,1
107,2
108,26
109,2
110,22
111,33
112,1129
113,75
114,54
115,48
116,75
117,6
118,65
119,50
120,3144
121,38
122,58
123,41
124,2866
125,31
126,899
127,458
128,66
129,341
130,11
131,950
132,32
133,71
134,15
135,3336
136,2
137,23
138,0
139,16
140,27
141,62
142,13
143,1866
144,26
145,61
146,2
147,44
148,1
149,2
150,1
151,37
152,26
153,15
154,1
155,36
156,64
157,60
158,46
159,930
160,7
161,9
162,0
163,12
164,1
165,3
166,0
167,45
168,1
169,3
170,0
171,3
172,0
173,2
174,1
175,35
176,12
177,20
178,1
179,27
180,3
181,3
182,1
183,53
184,18
185,25
186,1
187,36
188,83
189,48
190,32
191,778
192,301
193,1514
194,14
195,4256
196,58
197,71
198,15
199,3725
200,20
201,75
202,0
203,64
204,21
205,49
206,24
207,1075
208,54
209,78
210,1
211,42
212,2
213,5
214,1
215,40
216,50
217,61
218,2
219,74
220,50
221,52
222,50
223,519
224,508
225,3071
226,19
227,2494
228,40
229,31
230,28
231,1214
232,21
233,52
234,1
235,35
236,13
237,39
238,32
239,871
240,2282
241,2366
242,54
243,1086
244,37
245,47
246,37
247,547
248,1756
249,1000
250,25
251,728
252,898
253,475
254,687
