0,1181
1,958
2,109
3,492
4,851
5,59
6,539
7,1949
8,122
9,59
10,15
11,24
12,496
13,65
14,981
15,4556
16,774
17,609
18,65
19,124
20,66
21,8
22,64
23,150
24,430
25,184
26,18
27,63
28,1681
29,166
30,3630
31,4894
32,88
33,45
34,8
35,21
36,54
37,3
38,38
39,77
40,12
41,4
42,1
43,0
44,22
45,6
46,24
47,94
48,350
49,97
50,34
51,35
52,81
53,3
54,57
55,80
56,670
57,73
58,20
59,25
60,3503
61,53
62,2232
63,1478
64,703
65,58
66,75
67,75
68,477
69,2
70,91
71,138
72,60
73,7
74,12
75,8
76,102
77,4
78,60
79,79
80,43
81,9
82,5
83,4
84,7
85,2
86,4
87,5
88,59
89,5
90,6
91,4
92,139
93,4
94,63
95,81
96,380
97,55
98,28
99,70
100,82
101,4
102,34
103,67
104,17
105,4
106,3
107,0
108,47
109,5
110,30
111,91
112,1308
113,103
114,89
115,71
116,105
117,4
118,76
119,77
120,2468
121,53
122,89
123,55
124,3146
125,59
126,1317
127,961
128,76
129,430
130,7
131,876
132,67
133,52
134,21
135,3978
136,12
137,40
138,0
139,19
140,31
141,67
142,23
143,2689
144,35
145,108
146,8
147,86
148,1
149,4
150,4
151,64
152,21
153,37
154,1
155,48
156,86
157,79
158,85
159,1670
160,8
161,13
162,1
163,24
164,5
165,4
166,4
167,75
168,0
169,6
170,0
171,1
172,1
173,3
174,3
175,35
176,20
177,40
178,1
179,39
180,5
181,6
182,0
183,61
184,25
185,40
186,1
187,96
188,74
189,76
190,45
191,1332
192,371
193,1690
194,15
195,3691
196,73
197,105
198,38
199,4552
200,20
201,97
202,0
203,76
204,26
205,78
206,25
207,1647
208,49
209,120
210,3
211,67
212,5
213,4
214,3
215,75
216,49
217,85
218,1
219,77
220,78
221,68
222,71
223,1050
224,708
225,3565
226,20
227,2425
228,59
229,55
230,50
231,1566
232,19
233,81
234,1
235,42
236,40
237,60
238,78
239,1399
240,3137
241,3415
242,57
243,1406
244,53
245,60
246,71
247,1026
248,1581
249,1211
250,29
251,1083
252,1280
253,918
254,1217
