0,1211
1,1040
2,80
3,582
4,936
5,47
6,551
7,2538
8,126
9,67
10,17
11,27
12,527
13,63
14,967
15,5336
16,904
17,669
18,63
19,148
20,52
21,7
22,77
23,178
24,430
25,317
26,19
27,29
28,2020
29,158
30,4064
31,6296
32,88
33,48
34,9
35,30
36,61
37,4
38,46
39,123
40,16
41,8
42,2
43,1
44,16
45,3
46,20
47,82
48,414
49,110
50,29
51,46
52,75
53,6
54,75
55,101
56,677
57,75
58,28
59,36
60,3898
61,61
62,2708
63,1951
64,748
65,48
66,65
67,64
68,567
69,9
70,95
71,147
72,64
73,5
74,6
75,7
76,110
77,6
78,58
79,73
80,57
81,5
82,2
83,5
84,8
85,2
86,5
87,7
88,84
89,6
90,10
91,7
92,121
93,14
94,81
95,85
96,371
97,60
98,30
99,76
100,87
101,2
102,28
103,108
104,11
105,3
106,2
107,2
108,31
109,5
110,31
111,85
112,1651
113,132
114,117
115,106
116,107
117,2
118,93
119,113
120,2715
121,58
122,110
123,89
124,3756
125,78
126,1770
127,1402
128,83
129,531
130,9
131,889
132,65
133,59
134,16
135,4711
136,9
137,35
138,0
139,30
140,50
141,62
142,28
143,3440
144,58
145,137
146,6
147,91
148,4
149,7
150,7
151,99
152,38
153,45
154,1
155,48
156,127
157,125
158,80
159,2362
160,8
161,13
162,0
163,19
164,4
165,9
166,1
167,83
168,0
169,2
170,0
171,2
172,1
173,3
174,0
175,41
176,16
177,40
178,0
179,34
180,7
181,1
182,3
183,73
184,19
185,33
186,1
187,58
188,102
189,78
190,42
191,1496
192,382
193,2060
194,24
195,3818
196,81
197,133
198,35
199,5485
200,29
201,118
202,2
203,80
204,26
205,85
206,43
207,2297
208,63
209,172
210,5
211,91
212,5
213,7
214,12
215,98
216,65
217,90
218,5
219,81
220,92
221,111
222,69
223,1690
224,751
225,4250
226,16
227,2746
228,70
229,59
230,43
231,2040
232,21
233,76
234,1
235,56
236,34
237,65
238,73
239,1575
240,3867
241,4612
242,82
243,1832
244,48
245,67
246,85
247,1484
248,2178
249,1499
250,32
251,1183
252,1721
253,1303
254,1442
